Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A933INL6	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	186	PF13801	9..126
A0A933INR6	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	167	PF13801	56..158
A0A933IPJ1	unreviewed	Periplasmic heavy metal sensor	2282144	Desantisbacteria bacterium	165	PF13801	9..127
A0A933JQG2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	169	PF13801	11..144
A0A933JRY5	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	152	PF13801	11..135
A0A933LU96	unreviewed	Periplasmic heavy metal sensor	2026780	Planctomycetota bacterium	151	PF13801	8..142
A0A933MN58	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	93	PF13801	6..81
A0A933MS24	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	182	PF13801	13..138
A0A933NWD8	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	145	PF13801	12..123
A0A933QDW4	unreviewed	Periplasmic heavy metal sensor	2072421	Rhodocyclales bacterium	155	PF13801	29..136
A0A933RQH9	unreviewed	Periplasmic heavy metal sensor	2026781	Poribacteria bacterium	171	PF13801	72..154
A0A933RWI7	unreviewed	Periplasmic heavy metal sensor	1076	Rhodopseudomonas palustris	147	PF13801	17..140
A0A933S2C1	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	188	PF13801	64..183
A0A933S2H9	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	157	PF13801	13..133
A0A933T645	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	162	PF13801	12..135
A0A933UM96	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	256	PF13801	99..187
A0A933W9E1	unreviewed	Periplasmic heavy metal sensor	2212470	Eisenbacteria bacterium	300	PF13801	152..256
A0A933X9D2	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	164	PF13801	8..133
A0A933YJ43	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	131	PF13801	9..92
A0A933YM34	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	155	PF13801	4..124
A0A933YN36	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	162	PF13801	37..145
A0A933YR63	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	159	PF13801	13..134
A0A933YZS5	unreviewed	Zinc resistance-associated protein	885	Desulfovibrio sp.	218	PF13801	40..136
A0A933Z150	unreviewed	Zinc resistance-associated protein	885	Desulfovibrio sp.	175	PF13801	13..141
A0A933Z658	unreviewed	Periplasmic heavy metal sensor	2093367	Desulfarculus sp.	148	PF13801	5..111
A0A933Z7K7	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	202	PF13801	80..169
A0A933ZC96	unreviewed	Periplasmic heavy metal sensor	2093367	Desulfarculus sp.	160	PF13801	6..115
A0A933ZCE1	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	167	PF13801	27..143
A0A933ZFR9	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	151	PF13801	15..134
A0A933ZUB9	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	152	PF13801	47..143
A0A934A126	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	156	PF13801	15..89
A0A934A3G2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	46..127
A0A934AAC0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	202	PF13801	9..146
A0A934AAZ5	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	162	PF13801	33..136
A0A934ABN2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	164	PF13801	27..134
A0A934AZ78	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	160	PF13801	13..141
A0A934B027	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	154	PF13801	10..127
A0A934CJ76	unreviewed	Periplasmic heavy metal sensor	2072421	Rhodocyclales bacterium	151	PF13801	11..132
A0A934DJH6	unreviewed	Periplasmic heavy metal sensor	885	Desulfovibrio sp.	159	PF13801	6..102
A0A934DQQ9	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	127	PF13801	17..103
A0A934E9C6	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	168	PF13801	9..135
A0A934E9X0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	14..119
A0A934ECS1	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	148	PF13801	11..130
A0A934EHX3	unreviewed	Periplasmic heavy metal sensor	2026887	Nitrospirota bacterium	162	PF13801	12..136
A0A934F1W7	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	159	PF13801	7..124
A0A934GLI8	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	158	PF13801	12..135
A0A934GP94	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	153	PF13801	12..135
A0A934IEK3	unreviewed	Heavy-metal resistance	1964209	Palleronia pontilimi	143	PF13801	16..127
A0A934L8Y2	unreviewed	Periplasmic heavy metal sensor	2026761	Nitrosomonadales bacterium	174	PF13801	56..162
A0A934R5K3	unreviewed	Heavy-metal resistance protein	1144680	Luteolibacter yonseiensis	157	PF13801	9..132
A0A934R9B4	unreviewed	Periplasmic heavy metal sensor	490093	Haloferula rosea	147	PF13801	17..133
A0A934RLB5	unreviewed	Periplasmic heavy metal sensor	454146	Roseibacillus ishigakijimensis	153	PF13801	27..139
A0A934UF11	unreviewed	Periplasmic heavy metal sensor	2794865	Rhodobacteraceae bacterium F11138	166	PF13801	22..142
A0A934VXI4	unreviewed	Periplasmic heavy metal sensor	454153	Luteolibacter pohnpeiensis	144	PF13801	40..128
A0A934X8T2	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	157	PF13801	13..134
A0A934ZTC4	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	172	PF13801	10..141
A0A935BBU5	unreviewed	Periplasmic heavy metal sensor	1978525	Sphingomonadales bacterium	151	PF13801	12..131
A0A935BGN1	unreviewed	Periplasmic heavy metal sensor	2478482	Hydrogenophilales bacterium	183	PF13801	10..95
A0A935BTF4	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	189	PF13801	29..162
A0A935D202	unreviewed	Periplasmic heavy metal sensor	2026763	Myxococcales bacterium	166	PF13801	9..136
A0A935E2D1	unreviewed	Periplasmic heavy metal sensor	49181	Zoogloea sp.	179	PF13801	48..160
A0A935ER57	unreviewed	Periplasmic heavy metal sensor	2478482	Hydrogenophilales bacterium	125	PF13801	5..86
A0A935F315	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	173	PF13801	11..143
A0A935FFZ3	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	239	PF13801	9..118
A0A935H4T7	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	158	PF13801	13..136
A0A935HXA9	unreviewed	Periplasmic heavy metal sensor	2021391	Flavobacteriales bacterium	152	PF13801	14..131
A0A935J7D9	unreviewed	Periplasmic heavy metal sensor	2212460	Propionivibrio sp.	173	PF13801	16..149
A0A935JTJ3	unreviewed	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	2099375	Chloracidobacterium sp.	161	PF13801	12..133
A0A935K0Q9	unreviewed	Periplasmic heavy metal sensor	2899244	Candidatus Dechloromonas phosphorivorans	163	PF13801	21..137
A0A935KXY4	unreviewed	Periplasmic heavy metal sensor	1898103	Rhodocyclaceae bacterium	152	PF13801	8..130
A0A935P3N9	unreviewed	Periplasmic heavy metal sensor	2026763	Myxococcales bacterium	346	PF13801	255..341
A0A935P4X2	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	168	PF13801	17..140
A0A935Q0R6	unreviewed	Periplasmic heavy metal sensor	2954385	Candidatus Accumulibacter proximus	168	PF13801	10..141
A0A935Q9Q5	unreviewed	Putative zinc-finger domain-containing protein	1869227	bacterium	206	PF13801	77..190
A0A935RD37	unreviewed	Zinc resistance-associated protein	1869227	bacterium	204	PF13801	39..153
A0A935SDN4	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	156	PF13801	11..138
A0A935SSC3	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	162	PF13801	10..134
A0A935STT5	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	194	PF13801	10..141
A0A935T3K0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	192	PF13801	59..175
A0A935TEI0	unreviewed	Periplasmic heavy metal sensor	2954384	Candidatus Accumulibacter affinis	166	PF13801	10..138
A0A935TIN6	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	175	PF13801	31..121
A0A935U5T5	unreviewed	Periplasmic heavy metal sensor	2052184	Syntrophaceae bacterium	177	PF13801	10..130
A0A935UJC8	unreviewed	Periplasmic heavy metal sensor	2954385	Candidatus Accumulibacter proximus	215	PF13801	94..198
A0A935UL85	unreviewed	Periplasmic heavy metal sensor	1869227	bacterium	184	PF13801	8..128
A0A935ULK3	unreviewed	Periplasmic heavy metal sensor	1869227	bacterium	178	PF13801	49..153
A0A935WD63	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	132	PF13801	14..98
A0A936AL82	unreviewed	Signaling pathway modulator ZraP	1913989	Gammaproteobacteria bacterium	181	PF13801	19..137
A0A936CRD4	unreviewed	Periplasmic heavy metal sensor	1869227	bacterium	212	PF13801	11..157
A0A936CS89	unreviewed	Periplasmic heavy metal sensor	1898112	Rhodospirillaceae bacterium	148	PF13801	17..136
A0A936CV57	unreviewed	Periplasmic heavy metal sensor	1869227	bacterium	191	PF13801	36..154
A0A936D912	unreviewed	Periplasmic heavy metal sensor	2026763	Myxococcales bacterium	164	PF13801	7..134
A0A936DC55	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	235	PF13801	34..141
A0A936EKE0	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	242	PF13801	18..106
A0A936EX59	unreviewed	Periplasmic heavy metal sensor	50259	Rubrivivax sp.	175	PF13801	28..153
A0A936F4D6	unreviewed	Periplasmic heavy metal sensor	2954440	Candidatus Geothrix odensensis	180	PF13801	10..131
A0A936IUE5	unreviewed	Periplasmic heavy metal sensor	2026791	Bryobacterales bacterium	153	PF13801	5..118
A0A936IUT7	unreviewed	Periplasmic heavy metal sensor	2026791	Bryobacterales bacterium	172	PF13801	8..115
A0A936IWL1	unreviewed	Periplasmic heavy metal sensor	2099375	Chloracidobacterium sp.	186	PF13801	20..141
A0A936JTN7	unreviewed	Periplasmic heavy metal sensor	2268199	Polyangiaceae bacterium	191	PF13801	63..173
A0A936PPE2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	111	PF13801	19..100
A0A936Q134	unreviewed	Periplasmic heavy metal sensor	2478486	Holophagales bacterium	167	PF13801	17..133
A0A936Q1M5	unreviewed	Periplasmic heavy metal sensor	2478486	Holophagales bacterium	177	PF13801	10..127
A0A936QCN1	unreviewed	Periplasmic heavy metal sensor	2478486	Holophagales bacterium	160	PF13801	16..139
A0A936RKJ1	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	176	PF13801	17..140
A0A936S930	unreviewed	Periplasmic heavy metal sensor	2099375	Chloracidobacterium sp.	167	PF13801	9..135
A0A936THA9	unreviewed	Periplasmic heavy metal sensor	70125	Nitrospira sp.	221	PF13801	10..155
A0A936TX22	unreviewed	Periplasmic heavy metal sensor	2030927	Bacteroidales bacterium	183	PF13801	18..150
A0A936TZL6	unreviewed	Periplasmic heavy metal sensor	2030927	Bacteroidales bacterium	172	PF13801	13..136
A0A936U8H4	unreviewed	Periplasmic heavy metal sensor	2478486	Holophagales bacterium	179	PF13801	39..164
A0A936VR37	unreviewed	Periplasmic heavy metal sensor	70125	Nitrospira sp.	210	PF13801	37..154
A0A936WKQ2	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	167	PF13801	43..136
A0A936XP42	unreviewed	Periplasmic heavy metal sensor	2212460	Propionivibrio sp.	171	PF13801	16..147
A0A936XQY8	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	182	PF13801	17..141
A0A936Z3Z9	unreviewed	Periplasmic heavy metal sensor	1926872	Ramlibacter monticola	181	PF13801	73..158
A0A937BL21	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	171	PF13801	8..128
A0A937BVS3	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	175	PF13801	17..133
A0A937CQX6	unreviewed	Periplasmic heavy metal sensor	2801340	Rhizobium setariae	168	PF13801	29..152
A0A937E0Q2	unreviewed	Periplasmic heavy metal sensor	1871086	Brevundimonas sp.	172	PF13801	14..141
A0A937EVC4	unreviewed	Periplasmic heavy metal sensor	2604139	Pantanalinema sp. GBBB05	161	PF13801	39..137
A0A937F651	unreviewed	Periplasmic heavy metal sensor	2803949	Fulvivirga sediminis	167	PF13801	24..143
A0A937HH19	unreviewed	Periplasmic heavy metal sensor	2175152	PS1 clade bacterium	157	PF13801	14..140
A0A937ITK5	unreviewed	Periplasmic heavy metal sensor	2026786	Rhodospirillales bacterium	168	PF13801	16..136
A0A937J0H5	unreviewed	Signaling pathway modulator ZraP	2590574	Luminiphilus sp.	176	PF13801	13..129
A0A937JYI3	unreviewed	Periplasmic heavy metal sensor	2803949	Fulvivirga sediminis	162	PF13801	20..143
A0A937K6D5	unreviewed	Periplasmic heavy metal sensor	2003363	Maritimibacter sp.	174	PF13801	22..153
A0A937L8Q4	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	190	PF13801	67..174
A0A937M029	unreviewed	Signaling pathway modulator ZraP	2590574	Luminiphilus sp.	201	PF13801	12..128
A0A937M7V3	unreviewed	Signaling pathway modulator ZraP	1891229	Pseudomonadales bacterium	182	PF13801	13..134
A0A937MMK6	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	159	PF13801	13..136
A0A937MND0	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	123	PF13801	8..109
A0A937NDY9	unreviewed	Periplasmic heavy metal sensor	2699754	Pirellulaceae bacterium	175	PF13801	12..139
A0A937P3U3	unreviewed	Periplasmic heavy metal sensor	2030927	Bacteroidales bacterium	173	PF13801	14..134
A0A937PM65	unreviewed	Periplasmic heavy metal sensor	2035772	Omnitrophica bacterium	169	PF13801	14..134
A0A937PV23	unreviewed	Periplasmic heavy metal sensor	2026778	Phycisphaerae bacterium	215	PF13801	10..127
A0A937Q2Y2	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	159	PF13801	7..126
A0A937Q381	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	160	PF13801	11..131
A0A937Q4F6	unreviewed	Spy/CpxP family protein refolding chaperone	2049433	Desulfobacteraceae bacterium	160	PF13801	10..127
A0A937Q881	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	161	PF13801	14..147
A0A937QYW4	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	155	PF13801	13..126
A0A937R107	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	167	PF13801	16..137
A0A937R3J5	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	146	PF13801	5..132
A0A937S2L1	unreviewed	Periplasmic heavy metal sensor	2803751	Leptolyngbya sp. Cla-17	158	PF13801	51..137
A0A937THB2	unreviewed	Periplasmic heavy metal sensor	2030927	Bacteroidales bacterium	180	PF13801	18..142
A0A937TLA3	unreviewed	Periplasmic heavy metal sensor	2030927	Bacteroidales bacterium	163	PF13801	8..126
A0A937TSY7	unreviewed	Periplasmic heavy metal sensor	2026778	Phycisphaerae bacterium	177	PF13801	7..138
A0A937U224	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	179	PF13801	11..125
A0A937U7N7	unreviewed	Periplasmic heavy metal sensor	2049433	Desulfobacteraceae bacterium	162	PF13801	11..131
A0A937WEY3	unreviewed	Periplasmic heavy metal sensor	2026781	Poribacteria bacterium	158	PF13801	10..136
A0A937XBV6	unreviewed	Periplasmic heavy metal sensor	2052148	candidate division WOR-3 bacterium	154	PF13801	50..112
A0A937XDF5	unreviewed	Periplasmic heavy metal sensor	2212470	Eisenbacteria bacterium	169	PF13801	22..158
A0A937XEG0	unreviewed	Periplasmic heavy metal sensor	2212470	Eisenbacteria bacterium	170	PF13801	22..158
A0A937XG98	unreviewed	Periplasmic heavy metal sensor	2052148	candidate division WOR-3 bacterium	209	PF13801	10..141
A0A937XJ37	unreviewed	Periplasmic heavy metal sensor	2052148	candidate division WOR-3 bacterium	203	PF13801	5..144
A0A937YD30	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	191	PF13801	49..160
A0A937YP65	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	171	PF13801	27..153
A0A937Z6F3	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	166	PF13801	26..149
A0A938AAQ5	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	180	PF13801	68..156
A0A938BI98	unreviewed	Periplasmic heavy metal sensor	2053527	Candidatus Zixiibacteriota bacterium	164	PF13801	13..135
A0A938BS78	unreviewed	Periplasmic heavy metal sensor	2212470	Eisenbacteria bacterium	192	PF13801	73..165
A0A938CAM6	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	210	PF13801	63..196
A0A938CSI9	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	64	PF13801	2..49
A0A938D678	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	171	PF13801	29..151
A0A938GBH6	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	165	PF13801	8..131
A0A938GFR6	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	153	PF13801	15..126
A0A938HLE3	unreviewed	Periplasmic heavy metal sensor	2026786	Rhodospirillales bacterium	240	PF13801	124..212
A0A938NZ24	unreviewed	Periplasmic heavy metal sensor	2053306	Ignavibacteria bacterium	173	PF13801	11..126
A0A938P8H3	unreviewed	Periplasmic heavy metal sensor	2053306	Ignavibacteria bacterium	117	PF13801	6..117
A0A938PJ75	unreviewed	Periplasmic heavy metal sensor	2053306	Ignavibacteria bacterium	167	PF13801	10..127
A0A938QER5	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	11..128
A0A938QG95	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	10..115
A0A938R6K2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	197	PF13801	13..137
A0A938RE00	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	167	PF13801	16..133
A0A938RRH6	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	166	PF13801	24..152
A0A938SJV0	unreviewed	Periplasmic heavy metal sensor	2026780	Planctomycetota bacterium	145	PF13801	27..107
A0A938TQ77	unreviewed	Signaling pathway modulator ZraP	1913989	Gammaproteobacteria bacterium	92	PF13801	15..91
A0A938TXL6	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	191	PF13801	13..136
A0A938U734	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	181	PF13801	15..122
A0A938UGW7	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	178	PF13801	10..130
A0A938V094	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	262	PF13801	26..165
A0A938V412	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	267	PF13801	59..185
A0A938XQH9	unreviewed	Spy/CpxP family protein refolding chaperone	706427	Halanaerobacter jeridensis	182	PF13801	5..139
A0A938XR55	unreviewed	Periplasmic heavy metal sensor	706427	Halanaerobacter jeridensis	186	PF13801	10..124
